"","gene_short_name","Noggin-TXP_2","Noggin-TXP_1","Noggin-TXP_0","BMP-TXP_0","BMP-TXP_2","BMP-TXP_1","adult-SI_3","adult-SI_2","adult-SI_0","adult-SI_1","adult-SI_4","adult-colon_2","adult-colon_1","adult-colon_0","EGF-TXP_0","EGF-TXP_1","EGF-TXP_2"
"ZNF283","ZNF283",27.2139,31.8406,9.69082,15.1904,26.5336,5.23964,58.3718,23.2962,29.1757,38.5447,22.5551,37.8243,29.2627,55.7707,12.4703,27.912,10.4998
"ZNF284","ZNF284",8.16417,11.2379,13.5671,8.68023,11.7927,8.73274,22.1813,33.1523,33.498,21.7252,28.439,31.1494,19.5683,31.7228,7.01454,14.777,13.9998
"ZNF285","ZNF285",42.1815,24.3487,29.0725,27.1257,54.0498,29.6913,15.1767,12.5441,9.72524,30.135,11.7679,18.0469,14.7211,15.3497,23.3818,24.6283,24.4996
"ZNF286A","ZNF286A",50.3457,46.8245,79.4647,44.4862,63.8771,50.6499,61.8741,47.4884,48.6262,36.4423,41.1875,61.5572,63.3726,74.1904,34.2933,31.1958,48.9992
"ZNF287","ZNF287",72.1168,39.3326,31.0106,56.4215,45.2053,55.8895,22.1813,44.8004,15.1282,42.7496,20.5938,48.9491,63.1931,63.9573,78.7187,31.1958,83.9986
"ZNF292","ZNF292",130.627,159.203,116.29,150.819,106.134,211.332,607.066,703.366,636.463,600.597,624.677,887.017,603.565,771.58,56.1163,75.5266,66.4989
"ZNF295-AS1","ZNF295-AS1",1.36069,0,29.0725,2.17006,3.9309,1.74655,0,0,0,0,0,0,0.359051,0,0.779393,3.28377,10.4998
"ZNF296","ZNF296",51.7064,39.3326,96.9082,30.3808,53.0671,36.6775,22.1813,18.8162,28.0951,9.11057,33.3423,19.283,5.38577,29.1645,67.0278,59.1078,52.4991
"ZNF3","ZNF3",625.92,754.811,908.999,637.997,664.321,665.434,484.486,488.324,573.789,417.685,525.631,361.927,285.446,399.093,591.559,664.963,650.989
"ZNF30","ZNF30",28.5746,28.0947,32.9488,24.9557,42.2571,8.73274,40.8602,22.4002,45.3845,35.7415,53.936,31.8911,38.7776,49.6308,36.6315,54.1822,20.9997
"ZNF300","ZNF300",110.216,110.506,52.3304,37.976,27.5163,38.424,85.2228,82.4327,68.0767,90.4049,63.7426,38.0715,42.3681,37.351,29.6169,26.2701,24.4996
"ZNF300P1","ZNF300P1",0,0,0,0,0,0,23.3487,16.1281,16.2087,12.6146,22.5551,14.3386,19.5683,13.3031,0,0,0
"ZNF302","ZNF302",258.532,174.187,166.682,231.111,261.405,192.12,356.068,318.083,312.288,318.87,299.1,354.757,256.542,265.551,111.453,137.918,136.498
"ZNF304","ZNF304",89.8059,89.903,21.3198,57.5065,85.497,45.4102,96.8971,99.4568,128.589,89.0032,102.969,116.192,107.895,65.4922,75.6011,85.3779,73.4988
"ZNF30-AS1","ZNF30-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0.359051,1.02332,0,0,0
"ZNF311","ZNF311",1.36069,3.74596,0,1.08503,0.982724,1.74655,8.17205,4.48004,4.32233,5.6065,1.96131,4.69713,5.38577,4.60492,3.11757,1.64188,3.49994
"ZNF316","ZNF316",657.216,644.305,854.73,600.021,640.736,562.388,305.868,236.546,320.933,278.223,313.81,280.592,225.843,264.016,537.002,461.369,570.491
"ZNF317","ZNF317",317.042,331.517,364.375,266.917,344.936,277.701,351.398,356.611,397.654,341.997,387.359,361.432,318.479,321.321,382.682,413.755,391.994
"ZNF318","ZNF318",172.808,183.552,120.166,175.775,222.096,179.894,505.499,393.347,516.518,472.348,423.643,386.154,321.172,404.722,211.995,224.938,192.497
"ZNF319","ZNF319",151.037,110.506,153.115,121.523,105.151,101.3,60.7066,76.1606,95.0912,85.4992,98.0655,78.8624,83.8385,82.377,176.143,154.337,174.997
"ZNF32","ZNF32",595.984,595.607,651.223,673.803,454.019,705.605,94.5623,112.001,104.816,119.839,121.601,103.09,120.462,116.658,803.554,748.699,1000.98
"ZNF320","ZNF320",97.97,140.473,139.548,101.993,154.288,97.8066,164.608,198.914,182.618,187.818,170.634,263.781,265.159,383.232,24.9406,24.6283,17.4997
"ZNF321P,ZNF816,ZNF816-ZNF321P","ZNF321P,ZNF816,ZNF816-ZNF321P",99.3307,76.7921,129.857,58.5915,100.238,101.3,117.911,118.273,117.783,110.028,91.2009,381.951,174.858,284.994,121.585,91.9455,97.9984
"ZNF322","ZNF322",415.012,442.023,317.859,366.74,372.452,462.835,410.937,335.107,314.449,275.42,361.862,507.785,337.867,528.031,232.259,326.735,230.996
"ZNF324","ZNF324",102.052,140.473,158.929,110.673,124.806,146.71,64.2089,57.3445,47.5456,53.2618,76.4911,81.5818,60.3206,79.8187,137.173,141.202,178.497
"ZNF324B","ZNF324B",93.8879,65.5543,73.6502,64.0167,57.9807,40.1706,18.679,11.6481,24.8534,25.9301,26.4777,26.6995,29.2627,24.5596,68.5866,44.3309,90.9985
"ZNF326","ZNF326",108.856,48.6975,89.1555,71.6119,165.098,87.3274,455.3,361.091,356.592,384.746,354.997,312.977,308.425,421.095,48.3224,70.601,41.9993
"ZNF329","ZNF329",104.774,162.949,129.857,121.523,166.08,108.286,43.1951,108.417,103.736,94.6098,44.1295,88.0095,103.227,74.7021,151.202,170.756,108.498
"ZNF32-AS1","ZNF32-AS1",96.6093,202.282,104.661,166.009,89.4279,216.572,10.5069,2.68802,7.56408,11.9138,14.7098,9.64149,13.1054,9.7215,131.717,96.8711,255.496
"ZNF32-AS2","ZNF32-AS2",27.2139,16.8568,5.81449,20.6155,14.7409,17.4655,12.8418,10.7521,16.2087,13.3154,15.6905,7.66375,7.36055,7.16321,35.0727,6.56753,59.499
"ZNF32-AS3","ZNF32-AS3",0,0,0,0,0,0,0,0.896007,0,0,0,0,0,0,0,0,0
"ZNF330","ZNF330",205.465,189.171,172.497,164.924,276.145,136.231,330.384,296.578,264.743,255.797,300.08,289.986,334.456,289.087,123.144,165.83,122.498
"ZNF331","ZNF331",70.7561,84.2841,71.7121,109.588,108.1,76.8481,184.455,156.801,171.813,141.564,142.195,171.075,160.316,157.079,84.9538,59.1078,73.4988
"ZNF333","ZNF333",48.985,22.4757,44.5778,46.6562,59.9462,41.9171,124.916,106.625,91.8495,106.524,106.891,99.3815,98.2006,91.0751,65.469,31.1958,45.4993
"ZNF334","ZNF334",126.545,136.727,110.475,151.904,145.443,136.231,70.0461,45.6964,14.0476,88.3024,20.5938,59.085,19.2093,80.3303,127.82,73.8848,94.4985
"ZNF335","ZNF335",326.567,277.201,474.85,307.063,341.988,279.448,378.249,310.019,370.64,327.98,326.558,199.505,215.251,176.522,395.152,338.228,489.992
"ZNF337","ZNF337",258.532,211.647,296.539,307.063,343.953,296.913,193.794,189.954,208.552,203.937,160.827,184.424,319.556,179.08,107.556,129.709,101.498
"ZNF337-AS1","ZNF337-AS1",9.52486,7.49192,1.93816,14.1054,10.81,8.73274,22.1813,8.96007,9.72524,11.213,6.86458,12.1137,9.87391,9.20985,7.79393,1.64188,10.4998
"ZNF33A","ZNF33A",291.189,267.836,209.322,277.767,288.921,281.194,657.266,675.589,613.771,585.179,701.168,904.569,558.684,993.128,252.523,218.37,213.497
"ZNF33B","ZNF33B",273.5,282.82,220.951,278.852,322.334,368.521,434.286,406.787,580.273,383.345,534.457,622.247,348.639,564.871,330.463,353.005,251.996
"ZNF33BP1","ZNF33BP1",0,0,0,0,0,0,0,0,0,0,0,0,0.359051,0,0,0,0
"ZNF34","ZNF34",81.6417,71.1732,91.0937,95.4825,80.5834,90.8204,45.53,34.9443,79.9631,49.7577,44.1295,43.5103,44.1633,30.1878,98.9829,85.3779,136.498
"ZNF341","ZNF341",43.5422,39.3326,69.7739,52.0814,55.0326,57.6361,47.8648,23.2962,30.2563,41.348,47.0714,50.9268,52.4215,33.2578,48.3224,57.4659,69.9989
"ZNF341-AS1","ZNF341-AS1",0,0,0,0,1.96545,0,2.33487,0,0,2.10244,0,1.73052,1.43621,1.53497,0,0,3.49994
"ZNF343","ZNF343",108.856,127.363,135.671,122.608,155.27,106.539,144.762,91.3927,131.831,71.4829,110.814,115.451,109.511,106.425,84.1744,114.932,73.4988
"ZNF345","ZNF345",32.6567,18.7298,23.258,23.8706,15.7236,38.424,87.5576,68.9926,101.575,60.9707,101.007,61.0628,39.8547,45.0259,20.2642,21.3445,17.4997
"ZNF346","ZNF346",172.808,237.868,211.26,196.39,208.338,202.599,77.0507,83.3287,81.0437,73.5854,73.5491,75.6486,84.7361,99.2617,140.291,174.04,129.498
"ZNF347","ZNF347",50.3457,99.2679,75.5884,46.6562,80.5834,43.6637,68.8787,71.6806,54.0291,53.2618,50.0134,126.823,105.382,113.588,49.1018,64.0335,52.4991
"ZNF35","ZNF35",130.627,123.617,135.671,121.523,96.307,190.374,36.1905,54.6564,45.3845,49.7577,56.878,57.1073,71.0922,68.5622,120.027,121.499,139.998
"ZNF350","ZNF350",36.7388,14.9838,13.5671,35.8059,33.4126,31.4378,106.237,94.9768,125.348,100.917,113.756,167.614,110.767,107.96,41.3078,41.0471,34.9994
"ZNF350-AS1","ZNF350-AS1",0,0,1.93816,0,0,3.49309,2.33487,1.79201,2.16116,2.80325,0,0.494435,0.359051,0,0.779393,1.64188,0
"ZNF354A","ZNF354A",99.3307,78.6651,29.0725,85.7172,89.4279,75.1015,112.074,91.3927,86.4466,100.216,75.5104,90.4816,75.9394,93.1218,132.497,36.1214,101.498
"ZNF354B","ZNF354B",21.7711,46.8245,5.81449,19.5305,40.2917,27.9448,127.25,76.1606,121.025,84.7984,102.969,59.5794,52.9601,70.6088,51.4399,21.3445,41.9993
"ZNF354C","ZNF354C",6.80347,0,0,6.51017,15.7236,5.23964,22.1813,22.4002,31.3369,32.9382,34.3229,31.6439,35.9051,33.7694,11.6909,11.4932,10.4998
"ZNF358","ZNF358",2443.81,2624.04,4075.96,2297,1648.03,2211.13,227.65,258.05,392.251,215.15,298.119,311.494,261.03,299.832,2649.94,2062.21,4112.43
"ZNF362","ZNF362",704.84,367.104,422.52,652.102,475.638,497.766,154.101,141.569,140.476,185.015,130.427,204.696,170.729,194.942,634.426,490.923,923.985
"ZNF365","ZNF365",0,5.61894,0,0,0.982724,0,0,1.79201,6.48349,7.00813,1.96131,1.73052,6.82198,2.04663,1.55879,3.28377,0
"ZNF366","ZNF366",2.72139,0,3.87633,7.5952,0,0,115.576,59.1365,89.6883,145.068,72.5685,102.595,127.643,59.3523,0.779393,0,3.49994
"ZNF367","ZNF367",43.5422,11.2379,15.5053,35.8059,26.5336,48.9033,93.3948,125.441,125.348,79.8927,103.949,123.609,85.2747,144.288,17.1466,36.1214,6.99989
"ZNF37A","ZNF37A",53.0671,41.2055,27.1343,48.8263,75.6698,68.1153,342.059,314.499,325.255,271.915,275.564,316.191,435.35,349.463,45.9842,54.1822,55.9991
"ZNF37BP","ZNF37BP",136.069,132.982,93.0319,119.353,100.238,115.272,235.822,318.083,263.662,329.382,225.551,197.032,177.91,192.895,86.5126,50.8984,111.998
"ZNF382","ZNF382",1.36069,9.36489,5.81449,13.0203,5.89634,15.7189,14.0092,9.85608,7.56408,16.8195,8.82589,10.1359,12.2077,12.2798,9.35272,16.4188,13.9998
"ZNF383","ZNF383",42.1815,31.8406,7.75265,17.3605,18.6718,22.7051,57.2043,43.0083,68.0767,60.2699,51.9747,65.7599,46.1381,59.3523,29.6169,19.7026,27.9995
"ZNF384","ZNF384",579.656,664.908,536.871,557.705,538.533,525.711,643.257,581.509,665.639,527.011,616.832,396.29,406.267,410.861,959.433,1008.12,1095.48
"ZNF385A","ZNF385A",212.268,256.598,325.611,232.196,152.322,195.613,120.246,128.129,124.267,173.101,102.969,84.054,294.781,81.3536,163.673,192.1,370.994
"ZNF385B","ZNF385B",24.4925,5.61894,7.75265,16.2754,11.7927,8.73274,8.17205,16.1281,8.64466,7.00813,10.7872,9.64149,17.9526,6.1399,10.9115,9.8513,10.4998
"ZNF385C","ZNF385C",36.7388,46.8245,15.5053,18.4455,24.5681,27.9448,11.6744,3.58403,5.40291,14.7171,2.94196,12.3609,4.12909,5.62824,21.0436,21.3445,20.9997
"ZNF385D","ZNF385D",9.52486,29.9677,21.3198,36.891,14.7409,20.9586,8.17205,6.27205,2.16116,5.6065,8.82589,8.15818,29.8013,12.2798,16.3673,9.8513,45.4993
"ZNF385D-AS1","ZNF385D-AS1",0,0,0,0,0,0,0,0,0,0,0,0.247218,0,0,0,0,0
"ZNF385D-AS2","ZNF385D-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF391","ZNF391",10.8856,16.8568,0,4.34011,6.87907,6.98619,19.8464,18.8162,14.0476,16.8195,12.7485,19.0358,14.003,6.65156,12.4703,9.8513,13.9998
"ZNF394","ZNF394",228.597,339.009,292.663,296.213,236.837,410.439,169.278,183.681,190.182,196.228,250.067,208.157,174.858,181.127,413.078,366.14,447.993
"ZNF395","ZNF395",903.501,904.649,750.069,756.265,762.594,965.841,602.397,610.181,1012.51,767.39,881.609,1027.68,395.495,767.999,612.603,827.509,510.992
"ZNF396","ZNF396",12.2463,24.3487,0,5.42514,16.7063,17.4655,33.8556,29.5682,20.5311,15.4179,14.7098,23.2385,14.7211,23.5363,17.1466,6.56753,3.49994
"ZNF397","ZNF397",62.592,88.03,15.5053,47.7412,82.5488,36.6775,184.455,193.538,231.245,168.195,146.118,224.721,175.576,214.385,45.2048,64.0335,59.499
"ZNF398","ZNF398",149.676,177.933,217.074,182.285,212.268,211.332,170.446,141.569,137.234,161.187,187.305,177.502,155.29,213.361,194.848,244.641,199.497
"ZNF404","ZNF404",6.80347,24.3487,3.87633,40.146,42.2571,19.212,11.6744,16.1281,15.1282,11.9138,11.7679,13.8442,12.3873,13.3031,18.7054,6.56753,6.99989
"ZNF407","ZNF407",110.216,131.109,67.8357,90.0574,87.4624,104.793,123.748,173.825,195.585,152.777,155.924,246.229,215.251,178.057,50.6605,103.439,48.9992
"ZNF408","ZNF408",217.711,286.566,494.232,290.788,258.456,223.558,88.7251,62.7205,96.1718,100.917,84.3363,101.606,73.6055,105.913,323.448,302.107,426.993
"ZNF41","ZNF41",39.4602,56.1894,25.1961,48.8263,39.309,54.143,136.59,125.441,171.813,145.769,148.079,183.683,135.721,180.104,45.2048,27.912,55.9991
"ZNF410","ZNF410",610.952,586.242,664.79,597.851,610.272,592.079,380.584,444.42,342.545,421.889,391.281,378.243,371.798,400.117,388.917,550.031,388.494
"ZNF414","ZNF414",240.843,307.169,379.88,318.998,156.253,268.968,51.3672,56.4485,66.9961,54.6634,66.6845,56.1184,64.6293,53.7241,302.404,233.147,395.494
"ZNF415","ZNF415",137.43,91.776,60.0831,83.5472,66.8252,66.3688,25.6836,29.5682,92.9301,59.5691,38.2455,70.2098,75.0418,63.9573,150.423,151.053,90.9985
"ZNF416","ZNF416",99.3307,80.5381,34.8869,91.1424,83.5315,78.5946,31.5208,23.2962,33.498,33.639,36.2842,39.3076,35.5461,33.2578,90.4096,103.439,59.499
"ZNF417","ZNF417",46.2636,44.9515,29.0725,35.8059,33.4126,33.1844,130.753,108.417,173.974,107.925,155.924,117.181,69.2969,129.45,14.8085,42.689,13.9998
